Lat,Long
54.5845376046699,-5.986072089
54.5926969206576,-5.960386851
54.5876324363511,-5.935669964
54.2290666446837,-7.417831054
55.1399638865583,-6.379972208
54.4645879367003,-6.341333873
54.6300262409151,-5.945323504
54.5924007898358,-5.927104338
54.3175957738367,-5.70906694
54.6459330238102,-6.714860069
54.5341628885035,-6.672276269
54.1179020719319,-6.266154298
54.4129516351421,-7.659425885
54.2399653963721,-7.620776857
54.6898295530715,-5.911158007
54.6845378063211,-5.920579537
55.0120178841050,-7.272689859
54.5577857372515,-6.007550324
54.8103277121935,-7.47300126
54.5781085848711,-5.872936234
54.5992363474419,-5.935918361
55.0124324227605,-7.330814454
54.7184033745774,-6.121465495
54.7549941934329,-6.607383429
54.6241468758070,-5.923027625
54.4471278012154,-6.795045617
54.5976529338913,-5.705357133
54.3382260932600,-6.196555679
54.6276052763269,-6.67725427
54.2123809168976,-6.6208177
54.1790536652705,-6.334191678
54.5984798621222,-5.963920001
54.5035951641530,-6.777484006
54.5943807259103,-5.848041622
54.5718143612219,-6.001205689
54.6572023425445,-5.919868788
54.8268758981762,-7.463138928
54.4827024500940,-7.654448913
54.6210383636692,-5.976077983
55.1330323750565,-6.7839366
54.6803884317325,-6.006168527
54.6024774157171,-5.93313878
54.6098577605701,-5.935984359
54.5774340409743,-5.979818194
54.5944770956416,-5.695694114
54.4586277291069,-6.319630767
54.4038397732092,-5.656111646
54.9289373130208,-6.931324725
54.6288914262270,-5.896520314
54.4920085121406,-6.062365022
54.6835003207878,-5.919810702
54.7793376867998,-6.50821042
54.5998178847800,-5.939989955
54.5634380226004,-5.980510563
54.6040913008044,-5.949308015
54.7596656052169,-6.619153646
54.8616320312480,-5.848592204
55.0073557358996,-7.324053474
54.6519080148778,-6.749252524
54.6255119104955,-5.859049486
54.1207169341434,-6.393186643
54.8541225993997,-6.331798004
55.0991150204198,-6.405109688
54.3581371275656,-6.413390307
54.9903539537848,-7.310107285
54.5763624974909,-5.978602967
54.3069153208260,-7.311299329
54.5874548467323,-5.885846983
54.3192497912568,-6.714247859
54.5567492886748,-7.12027208
54.4341907200920,-6.427789723
54.6565287532216,-5.675382137
54.6479030113339,-5.660472928
54.5057370384912,-6.771646281
54.6593963161060,-5.908489384
54.5889572900165,-5.989799125
54.7705243898627,-6.524353578
54.6076517059826,-5.937287882
54.7702929622950,-5.922351572
54.6055230750671,-5.932597462
54.5700426671348,-5.893630353
54.6505318647347,-5.650528481
54.5989944412637,-7.307707234
54.3467299855980,-7.642398125
54.4525156462789,-6.412424274
54.6521930225746,-5.927454161
54.6001376219720,-7.289507322
54.3869801908030,-5.533824437
54.2825932844218,-5.860985361
54.6002819544766,-5.909943498
54.6101322565013,-5.709546517
54.5583710427764,-5.994582044
54.3440943297259,-7.65040126
54.5580596792537,-5.980730087
54.7997754713868,-6.028597248
54.5999310810869,-5.911478097
54.6896097332134,-5.917698935
54.6761060936102,-5.892807641
54.4116805712677,-6.083054896
54.5682256600153,-5.855172856
54.1828410227667,-6.332584144
54.2959970857610,-7.454637632
54.7571127592148,-5.929210141
54.5238006229575,-7.047173198
54.4803690991274,-6.227119253
54.6093652705126,-6.092687223
54.4555597958405,-6.059769946
54.3549218618521,-6.487639725
54.5763013600137,-5.876958986
54.4724873764654,-6.173297259
54.7353830467562,-5.810866428
54.8438932162249,-6.671167127
54.1788680517189,-6.334413575
55.2013683892646,-6.171747413
54.7678850283449,-6.671360273
54.7535193237177,-6.596343963
54.4224264521100,-6.448346659
54.9954414370357,-7.321863323
54.5469138309747,-7.241154424
54.6111502984484,-5.953364706
54.8373520230389,-6.446379558
54.6013137975740,-5.935503697
54.7144932455550,-6.218916509
54.8672532070207,-6.277468971
54.4635435194973,-6.339864684
54.6562844156362,-5.920830031
54.2484045363545,-6.704639945
55.0728823847898,-6.492482267
55.0203189715081,-7.317831751
54.6202640713203,-5.974908744
54.5820774861929,-6.109214424
54.3495468826203,-6.847854752
54.3612117192533,-6.276626394
54.7500115263108,-6.448577255
54.4152770848077,-5.927150649
54.5862862357717,-5.799658147
54.5846218242104,-6.006890034
54.4629382292666,-6.336357397
54.5947444442788,-5.966195377
55.1473082648879,-6.935829863
54.5066251809768,-6.763591764
54.8241013703008,-5.807887853
54.6045915275326,-5.88031534
54.6505225510591,-5.650048648
54.2910299241744,-6.635743912
54.3509444972412,-5.817749014
54.5552044185166,-6.011757244
54.8514003010102,-6.759138297
54.5046712034254,-6.769316333
54.5966419155935,-5.960421711
54.7038057291259,-6.093996934
54.4417944162378,-6.372391203
54.5954011404160,-5.919214906
55.0807007784571,-6.524978379
54.9990761969785,-7.276111794
54.5175045338807,-6.077358438
54.2172846693666,-6.305225483
54.6076147537047,-5.931438865
54.4265169111906,-6.367449753
55.0221574383726,-7.209043871
54.5616847243661,-5.730153823
54.6119624597663,-5.864142099
54.3503839822112,-6.652848777
54.6006608985497,-5.676524996
54.2968279678330,-7.419040542
54.7816405423687,-5.737573066
54.4997990757177,-7.534439493
54.7974927253383,-7.396268316
54.5740049518923,-6.000557144
55.0248449554023,-7.327277122
55.0016155602999,-7.322399829
55.0056511463019,-7.340804583
54.9902637694413,-7.313217707
54.4604375681561,-6.332233302
54.5486777250100,-6.076525736
54.5919066702197,-6.039768655
54.4216287977848,-6.426283262
54.6230344471664,-5.938367432
54.9969794422840,-7.348509358
54.4619896990910,-6.342518554
54.2647445180214,-5.851702336
54.5860219813785,-5.799455806
54.6079410542821,-5.938449621
55.0927721764055,-6.936731209
54.5717446324110,-6.037551062
54.6689969951833,-5.955059571
54.6097812749585,-5.923635691
54.5958793082590,-5.874872402
54.1784801760679,-6.337553758
54.5677242443930,-6.206242814
54.5097083669999,-5.467641172
54.5917694996031,-5.910255838
54.6073542775698,-5.927768208
54.3638468694882,-6.170615387
54.2441886185616,-7.435288728
54.5612675783768,-5.985055132
54.5958173453530,-5.934590386
55.0047033752931,-7.260351013
54.5023283840361,-5.465812681
54.7968920785069,-7.475725993
54.6131220434068,-5.936144178
54.6006998440849,-5.924825437
54.5011457037248,-6.0500454
54.9956946275718,-7.327015161
54.3513174897967,-6.267704356
54.6541875695828,-6.73519127
54.6291046106292,-5.939206288
54.4762136490259,-6.474974752
54.7555371078627,-6.607722048
54.5949257349251,-5.986704313
54.5950117873392,-5.875613925
54.4069348326213,-7.414204125
54.2920097440188,-5.837794867
54.6432526591148,-5.694406352
54.1850952846773,-6.322811741
54.6078737769215,-5.936611066
54.5635171330542,-6.201851128
54.6076585823486,-5.931374727
54.5579604711212,-6.090790423
54.5612770507481,-6.048644554
54.6288380458207,-5.92360927
54.4948049550275,-5.736348582
54.5912770865945,-5.693275384
54.9900401348895,-7.294552755
54.5550862158496,-6.050857087
54.2570387341235,-7.449597692
54.5788849225905,-6.003891082
54.3206938091052,-6.663609268
54.5783009913000,-5.979543278
54.4040481482904,-6.784159026
54.3700453043052,-7.512492191
54.5245739043240,-7.79699718
54.6024712307505,-5.919148239
54.8083863384056,-5.883763567
54.5779254797564,-5.841299223
54.5049087881642,-7.452567438
54.5019908002521,-6.639127628
54.6092749767506,-5.960966204
54.6983016840802,-6.11373884
54.5808613043591,-5.994095876
54.9287769128484,-6.928411931
54.4216459013969,-6.261163986
54.4622001040820,-6.332346673
54.5829234689569,-5.986801441
54.2546667676611,-6.149212982
54.4392902257862,-5.715734363
54.9935171411837,-7.280867801
54.6006913012374,-5.878738307
54.8995878006853,-6.325724795
55.0115008491276,-7.316746693
55.1294992181897,-6.671007457
54.4125776664467,-6.108599787
54.5687999413378,-5.899153231
54.5873143155365,-5.81423851
54.3021240695508,-5.778789103
54.5855595078096,-6.005451942
54.1071016045628,-6.02757992
54.8617084718247,-6.27103943
54.6663886982269,-5.954369129
55.0140630660515,-7.313936289
54.5960162580644,-5.702447078
54.6469883033478,-5.71133148
54.5758798730767,-5.917317844
54.6171784266748,-5.945893807
54.6764051268926,-5.91266932
55.1461584089967,-6.459306878
54.5743171790731,-5.711974167
54.5147234894512,-6.044024195
54.5075318726054,-6.183097273
54.6650338361402,-5.949167139
54.6020045507731,-5.918135128
54.5519034028953,-6.740893836
54.5797470364719,-5.920136781
54.6079112240486,-5.938280864
54.7129451341413,-6.198066358
54.6455833594239,-5.675325419
54.5772955497938,-5.928598442
54.5635120922782,-5.952320204
54.6029303298755,-5.899438275
54.2275041055826,-5.896793254
54.1860201871518,-6.365898339
54.7358257344262,-6.588991321
54.9771201945254,-7.374459131
54.6468102305848,-5.716175677
54.5858639941891,-5.9405088
54.5986606811913,-5.921710352
54.7522537849549,-6.48522512
54.5364957641374,-7.253135199
55.0456375110539,-6.32631609
54.2906838567752,-7.668375731
